Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,
X,Y,X,Y,X,Y,X,Y
0.003529369967726126,0.0888043888941028,0.003529369967726126,0.08055678933667965,0.028080695888915097,0.09249208272361331,0.012027905863522315,0.06523659070672627
0.031857822953713366,0.09068664928624903,0.01391646939592145,0.08066412111174204,0.04271706326500846,0.09434157867916193,0.03893993620021019,0.0634865178691304
0.046494190329806784,0.09253614524179676,0.024303568824116772,0.08101888087352682,0.055779627697435885,0.09648972059128713,0.05168774004390442,0.06714596649467763
0.060815797117167,0.0949897119594505,0.034690668252312096,0.08170354461760843,0.06695362859746423,0.098633343270778,0.08190475656229079,0.0672182742168248
0.07411443199114431,0.09759203675131367,0.04507776768050742,0.083048016326285,0.07765548861439275,0.10107824812588273,0.09606898305528444,0.06906664036421484
0.08568188362708912,0.10079504288080576,0.05546486710870274,0.08398010805708944,0.08945901069188739,0.10443302515134079,0.11070535043137786,0.07273060822239552
0.09782264919251221,0.10432343375996078,0.06585196653689807,0.08548953175691354,0.10119508407179645,0.10847886816711183,0.12345315427507209,0.07639005684794276
0.10969361996759258,0.1084992047139659,0.07623906596509339,0.0873288594390349,0.11212177308067722,0.11265237950479978,0.13761738076806573,0.0764239510926994
0.12014816809337359,0.11267158624349527,0.08662616539328871,0.08933313911230467,0.12392529515817186,0.1181240404166628,0.15744729785825679,0.08100758279194142
0.13147954928776845,0.1181421173471997,0.09701326482148398,0.09166732276787126,0.13591767358890644,0.12468483639336947,0.16405727022165378,0.08555957986274398
0.1423387895990636,0.12412993918635484,0.1074003642496793,0.09433141040573512,0.14743791113654126,0.1319702913229701,0.1753886514160487,0.08558669525854912
0.1524560942369162,0.1303751958844952,0.11778746367787463,0.09740787802146933,0.15839157962445632,0.13998017924383488,0.19427428674004016,0.09288977519542341
0.16284319366511146,0.13765793927451542,0.12817456310606995,0.10089672561507568,0.16909343964138485,0.14877573575815495,0.20796637234993398,0.09745871938860429
0.17296049830296406,0.14597687814709293,0.13856166253426527,0.10479795318655283,0.17979529965831337,0.1590833521913364,0.22984223326689085,0.10507136676092177
0.18304782574188966,0.15515977952516824,0.1489487619624606,0.10919403673147476,0.19096930055834166,0.17150898231908185,0.24762620653031614,0.11297663444630412
0.19454408153038288,0.1672837688080433,0.15933586139065592,0.11416745224541724,0.2008842591034372,0.18414760818490805,0.2622625739064095,0.11936231015843468
0.20595977359675993,0.18091962522505356,0.16972296081885124,0.11963572373280451,0.21127135853163254,0.19907705459316838,0.27831536393180234,0.12665861124635835
0.21704196932507436,0.19636915550560108,0.18011006024704657,0.125598851193637,0.22213059884292763,0.217247759207146,0.2905910268923968,0.13213140196637996
0.2262449693956543,0.21090695301902618,0.1904971596752419,0.13246921460578687,0.23204555738802313,0.2363234401561234,0.30286668985299126,0.13760419268640156
0.2377112479852206,0.23089358214612665,0.2008842591034372,0.13983443399138107,0.24229775942104714,0.2594176873239016,0.33856054061533514,0.15238682859451602
0.24841310800214916,0.2539025018977401,0.21127135853163254,0.14794193733714422,0.25140333359511446,0.283546031759085,0.3581071731756663,0.15951004307254912
0.2564395030148455,0.2726712516303107,0.22165845795982786,0.15703915262979784,0.25848544684161123,0.30442940576174404,0.36613356818836273,0.1604364857625611
0.26462327832190846,0.29446449780332307,0.23204555738802313,0.1672910318604912,0.26462327832190846,0.3241008722129972,0.38076993556445615,0.16682216147469253
0.27170539156840523,0.31521826667007957,0.24243265681621845,0.17795529106905494,0.27057225344896574,0.3449210522793211,0.3963505847067491,0.1695811529978739
0.27784322304870246,0.3350193382572355,0.2528197562444138,0.18993916620680706,0.2754825186332036,0.364529098832608,0.4081541067842438,0.16779492629920467
0.2835089136458999,0.3548408808922161,0.26320685567260915,0.20340760926489465,0.2802039274642014,0.3850439294139474,0.4180690653293393,0.17144759607580085
0.2887024633599976,0.3747217761157926,0.2735939551008044,0.21745338429200234,0.28492533629519934,0.4073732318979204,0.4308168691730335,0.16784915709081538
0.2934238721909955,0.3946922651263425,0.2839810545289998,0.23290125124387195,0.2891746042430974,0.4294745955859054,0.4615060265745198,0.16792259462112114
0.29814528102199334,0.4161143316589986,0.29436815395719507,0.2494213061382069,0.29295173130789565,0.45012325194362535,0.4761423939506132,0.16432867486877
0.30286668985299126,0.43735495100139166,0.30475525338539033,0.2668485969838579,0.296728858372694,0.4719059532404912,0.49833301545630315,0.1589383601443224
0.30758809868398906,0.4593213591048375,0.3151423528135857,0.28526559977639954,0.3005059854374923,0.49436908150084435,0.525245045792991,0.15537381540409356
0.3118373666318872,0.48124127560255947,0.325529452241781,0.30384755456009005,0.30428311250229056,0.5184198726760014,0.5332714408056874,0.15539302214278905
0.3156144936966855,0.5016631229724504,0.33591655166997636,0.3226769373305032,0.30758809868398906,0.5395210172012213,0.5436585402338827,0.15360340601964406
0.31939162076148375,0.5232190152814871,0.3463036510981716,0.34092898813189665,0.3104209439825878,0.5591845749953648,0.5578227667268764,0.15000835645913435
0.32316874782628213,0.5465893794931569,0.356690750526367,0.35852123096869626,0.3132537892811865,0.580360192708369,0.5710427114536704,0.14822551918494087
0.3269458748910804,0.571093788643972,0.3670778499545623,0.37454642988958553,0.31608663457978525,0.602745458356462,0.5902431073663951,0.1458521688465444
0.3302508610727789,0.5931021691205085,0.37746494938275765,0.3885097289211188,0.318919479878384,0.6263403719396436,0.6088139821016534,0.146501431934992
0.33308370637137763,0.6127657269146518,0.3878520488109529,0.4007410320455933,0.3217523251769827,0.6529594053605472,0.6349391109665082,0.1471687719539756
0.33591655166997636,0.6327316966925673,0.3982391482391483,0.4104155793072668,0.32411302959248167,0.6765531891355705,0.6531952251130333,0.14297869009662945
0.3387493969685751,0.6530000784542551,0.40862624766734357,0.41670861075039656,0.32600159312488086,0.6969705172728273,0.6758579875018231,0.1384967411316569
0.3415822422671738,0.6735708721997151,0.4191077752721589,0.4194883907436959,0.32789015665727994,0.716026991483109,0.6875041292849513,0.1358029018789515
0.34441508756577255,0.6947464899127194,0.4294004465237342,0.4186552702075801,0.32977872018967913,0.7364443196203656,0.698520749890613,0.13038584836141842
0.3472479328643713,0.7150148716744069,0.4397875459519295,0.4149687061862277,0.3316672837220782,0.7573152657332807,0.7089078493188082,0.12678176033564048
0.35008077816297,0.7352832534360947,0.45017464538012486,0.40913776627994536,0.3335558472544774,0.7800006837488287,0.7290525269977324,0.12138654977583929
0.3529136234615686,0.7552492232140102,0.46056174480832013,0.4020696864400495,0.3354444107868766,0.800871629861744,0.7410134293695938,0.11597175587462338
0.35574646876016736,0.7764248409270145,0.4709488442365155,0.3935995146753919,0.33733297431927567,0.8226498119259753,0.7504562470315895,0.11236540823252783
0.3585793140587661,0.797902870623791,0.4813359436647108,0.38389220297712057,0.33922153785167486,0.8444279939902068,0.769341882355581,0.10515271294833717
0.3614121593573648,0.8190784883367952,0.49172304309290615,0.3739374632921264,0.34111010138407405,0.8662061760544384,0.7835061088485745,0.1015576633878279
0.36424500465596354,0.8414637539848884,0.5021101425211014,0.3632404396469644,0.34299866491647313,0.8884379760943282,0.8014474624063664,0.09434270848732007
0.3670778499545623,0.8641514316167536,0.5124972419492968,0.35312074797082205,0.3448872284488723,0.9115770120855347,0.8146674071331607,0.08893092740786024
0.369910695253161,0.8868391092486188,0.5228843413774921,0.34366086425927334,0.3467757919812714,0.9338088121254244,0.8264709292106552,0.087144700709191
0.37274354055175973,0.9098291988642562,0.5332714408056874,0.33444840853444724,0.3486643555136706,0.9569478481166307,0.8429958601191477,0.08446253614079069
0.37557638585035846,0.9316096405448047,0.5436585402338827,0.32597823676978965,0.3505529190460698,0.9805405020834954,0.8571600866121415,0.0799602506289645
0.3784092311489572,0.9533900822253534,0.554045639662078,0.3184153009564483,0.35244148257846886,1.0054940099773348,0.8751014401699334,0.07637423953372346
0.3812420764475559,0.9745656999383574,0.5644327390902734,0.3117596010944239,0.35433004611086805,1.0304475178711745,0.8859606804812284,0.07458575321873662
0.38407492174615465,0.9945316697162729,0.5748198385184686,0.30592866118814155,0.35621860964326724,1.055401025765014,0.9039020340390204,0.07190697807481206
0.38737990792785315,1.0164644471968665,0.585206937946664,0.30133486121547226,0.3684942726038617,1.2436818606753217,0.9194826831813133,0.07012978984141105
0.3911570349926514,1.0405152383720235,0.5955940373748593,0.29789572518084295,0.3703828361362608,1.273171548325744,0.9317583461419078,0.06743745699958392
0.3949341620574497,1.0622979396688894,0.6059811368030547,0.2956112530842525,0.37227139966865996,1.3026612359761662,0.9445061499856021,0.06928243372249776
0.39871128912224807,1.0834002140022678,0.6163682362312499,0.29390411295668173,0.37415996320105915,1.3307900696996136,0.9567818129461966,0.06568286492935371
0.4029605570701461,1.1036871057876194,0.6263776229529655,0.292427001770192,0.37604852673345823,1.3602797573500358,0.984638125049084,0.06756399551334136
0.4094524942127682,1.1244783439349488,0.6371424350876406,0.2907372606882628,0.3779370902658574,1.391130298927433,0.9926645200617804,0.06758320225203684
0.4186985865068057,1.1370505666712662,0.647529534515836,0.2878754566226527,0.3798256537982565,1.4215272225291717,,
0.43062801281979357,1.1267971057091513,0.6579166339440312,0.28295175266768724,0.3817142173306557,1.452377764106569,,
0.4393154050688297,1.1075391302137918,0.6683037333722265,0.27497643687647466,0.3836027808630549,1.4827746877083077,,
0.4459253774322267,1.0863105056680153,0.6786908328004219,0.2650216971914807,0.38549134439545396,1.5131716113100464,,
0.4511189271463244,1.0649726475034431,0.6890779322286171,0.25358238958615065,0.38737990792785315,1.5440221528874436,,
0.45536819509422255,1.044524645074682,0.6994650316568125,0.2413183220250783,0.38926847146025234,1.5744190764891823,,
0.4591453221590208,1.0227600207083531,0.7098521310850078,0.2288893024728571,0.3911570349926514,1.6039087641396046,,
0.4629224492238191,1.0007685873541947,0.7202392305132032,0.21662523491178454,0.3930455985250506,1.6311303619117354,,
0.46669957628861736,0.977643109060891,0.7306263299413984,0.20394878737284095,0.3949341620574497,1.6578983417082083,,
0.47047670335341574,0.9536103948162709,0.7410134293695938,0.19176719580734258,0.3968227255898489,1.6846663215046807,,
0.474253830418214,0.9307117255107962,0.7514005287977891,0.18065779218430933,0.39871128912224807,1.7105270653498368,,
0.4780309574830123,0.9089471011444674,0.7617876282259844,0.17045562451259277,0.40059985265464715,1.7341197193167015,,
0.48180808454781054,0.8880897127294547,0.7721747276541798,0.16058336082317304,0.40248841618704634,1.7581659912592245,,
0.4855852116126089,0.8679127512779299,0.782561827082375,0.1517832850762182,0.40437697971944553,1.7808514092747725,,
0.4893623386774072,0.8475089808385758,0.7929489265105704,0.14356054129828344,0.4067376841349444,1.8029331331309348,,
0.49313946574220546,0.8273320193870508,0.8033360259387657,0.1361625574760903,0.4100426703166429,1.8271340004898193,,
0.49691659280700373,0.8073818669233552,0.8137231253669609,0.12917695363176884,0.414480794617781,1.8451078925225777,,
0.5011658607549019,0.7863895229238036,0.8241102247951563,0.12318106173433785,0.42703974210823525,1.83171085334011,,
0.5058872695858997,0.7631755806516856,0.8344973242233517,0.11751507381920412,0.43223329182233294,1.8103125127787834,,
0.5106086784168976,0.7410503215211468,0.844884423651547,0.1124264178730896,0.436482559770231,1.789093359791403,,
0.5153300872478955,0.7209209814835051,0.8552715230797422,0.10799756989156961,0.4397875459519295,1.7694444895033208,,
0.5200514960788933,0.7016988773971795,0.8656586225079376,0.103898625892346,0.4426203912505282,1.7491896654395358,,
0.525245045792991,0.6823266971271265,0.876045721936133,0.10029453786656806,0.44545323654912694,1.7271203694731174,,
0.5309107363901885,0.6619274459204065,0.8864328213643283,0.09710282981866092,0.44828608184772567,1.7014221297014331,,
0.536576426987386,0.6427378426487755,0.8968199207925235,0.09432350174862458,0.45064678626322463,1.6743619061946151,,
0.5427142584676832,0.6227717383698885,0.9072070202207189,0.0918740776608864,0.4525353497956238,1.6521391446199938,,
0.5497963717141799,0.6017926534760838,0.9175941196489142,0.08983703355101813,0.4544239133280229,1.6299163830453725,,
0.5578227667268764,0.5812478453182706,0.9279812190771094,0.08804741742787314,0.4563124768604221,1.6049719136168012,,
0.5671606641926277,0.5605045675272717,0.9383683185053048,0.08650522929145144,0.4582010403928213,1.5786665902612556,,
0.5761838010696458,0.5433894803361004,0.9487554179335002,0.08545789712847451,0.46008960392522036,1.5528148848813679,,
0.5876201024602851,0.5268849916875058,0.9591425173616955,0.08416313697877476,0.46197816745761955,1.5260559435501635,,
0.598426882673458,0.5166288442926583,0.9695296167898907,0.08352818479366908,0.4638667309900186,1.4979361482919846,,
0.6090837768919961,0.5099148786098857,0.9799167162180861,0.08297570860413739,0.4657552945224178,1.4698163530338055,,
0.6189312867395059,0.5052726582875644,0.9903038156462814,0.0830005643836258,0.467643858054817,1.4430574117026014,,
0.6287787965870157,0.5006304379652433,0.9964416471265786,0.08301525188968695,0.4695324215872161,1.4162984703713972,,
0.6394356908055538,0.49417568255427513,,,0.4714209851196153,1.3890859110645346,,
0.6502443445936597,0.48431915547849247,,,0.47330954865201447,1.36504867758728,,
0.66074947924263,0.4684676645619805,,,0.47519811218441355,1.341918680061342,,
0.6696527073239402,0.44810856189518034,,,0.47708667571681274,1.3201495364623792,,
0.6772744101511224,0.4281352080139431,,,0.4789752392492118,1.2992876288147324,,
0.6843565233976193,0.40848457576313746,,,0.480863802781611,1.278425721167086,,
0.6914386366441161,0.38870433837642926,,,0.4827523663140102,1.2584710494707558,,
0.6989928907737127,0.3676291794388562,,,0.4846409298464093,1.2380627597987677,,
0.7065471449033093,0.3467808294891124,,,0.48652949337880846,1.2176544701267793,,
0.7141013990329059,0.32638609751502656,,,0.48841805691120765,1.1976997984304494,,
0.7221277940456022,0.3060428973463951,,,0.49030662044360673,1.1777451267341192,,
0.7300867403607129,0.2867651780051279,,,0.4921951839760059,1.1573368370621309,,
0.7388887953956447,0.2667946486442869,,,0.494083747508405,1.137382165365801,,
0.74951196526539,0.24481959750842797,,,0.4959723110408042,1.1174274936694708,,
0.7598990646935851,0.22579249831026837,,,0.4978608745732034,1.0988336759001156,,
0.7705222345633306,0.2081268179431628,,,0.5002215789887023,1.0752511902066781,,
0.7811454044330758,0.19318284543000708,,,0.503054424287301,1.0483433024999047,,
0.7914650551636851,0.17959900053858147,,,0.5058872695858997,1.0232498866957649,,
0.8017172571967092,0.16795907128452603,,,0.5087201148844984,0.9984588828753969,,
0.8127788436007614,0.15696910452396828,,,0.5115529601830971,0.9760871749252065,,
0.8242451221903276,0.14675773698581773,,,0.5143858054816959,0.9528082310236994,,
0.8354416059895512,0.13797138033793077,,,0.5176907916633944,0.9292280049465789,,
0.8455589106274038,0.13125612344583404,,,0.5209957778450929,0.9068574268045471,,
0.8559460100555992,0.12480072243020368,,,0.5243007640267915,0.8845624516584583,,
0.8660363352144175,0.11953697849974709,,,0.5280778910915898,0.8616637823529836,,
0.8769900037023325,0.11448266872165247,,,0.531855018156388,0.8394455400109966,,
0.8887260770822415,0.10958575736016085,,,0.5356321452211863,0.8188149605838133,,
0.8988433817200939,0.10624023400152582,,,0.5394092722859847,0.7993184260957755,,
0.9100398655193175,0.10276768792563606,,,0.5436585402338827,0.7776002933351711,,
0.9224504258750833,0.09955725734253029,,,0.5483799490648806,0.7542049038727894,,
0.9344338111461398,0.09708023365548968,,,0.5531013578958784,0.7335312222643575,,
0.9442700795440521,0.09559171140659828,,,0.5582949076099761,0.7124957760835575,,
0.9501718405827996,0.09469859805726388,,,0.5644327390902734,0.6907368007580212,,
0.9629196444264937,0.09291463097491182,,,0.5708853311593038,0.6698858145892408,,
0.9931366609448801,0.09117246679442603,,,0.5796761447446379,0.6474851620300359,,
,,,,0.5887142702211196,0.6314357529343209,,
,,,,0.5993711644396577,0.6190191612718439,,
,,,,0.6102304047509527,0.6097999804984553,,
,,,,0.6229782085946469,0.6001533018380261,,
,,,,0.633931877082562,0.591107153874139,,
,,,,0.6431858383913178,0.5816940442203542,,
,,,,0.6568543169570566,0.5598623657398154,,
,,,,0.6653135077792612,0.5376553273287337,,
,,,,0.6716087195539251,0.5158967286059173,,
,,,,0.6772744101511224,0.4950438594235391,,
,,,,0.6838843825145196,0.47147154200352825,,
,,,,0.689550073111717,0.4497114368698336,,
,,,,0.6953101918855343,0.4286773464588238,,
,,,,0.7007870261294918,0.4090941556850254,,
,,,,0.7065471449033093,0.38866488924156006,,
,,,,0.7126849763836065,0.3681155618511127,,
,,,,0.7192949487470035,0.346357716333735,,
,,,,0.7268492028766002,0.3233060790736506,,
,,,,0.7336480315932371,0.30393341998014,,
,,,,0.7416429505470602,0.2832070893115197,,
,,,,0.7511307340074463,0.26063529771648875,,
,,,,0.756121937628787,0.250278830530547,,
,,,,0.775951854718978,0.21312960846922735,,
,,,,0.7874181333085443,0.19540114304873968,,
,,,,0.7981424762246679,0.1811270391728277,,
,,,,0.8095682855956828,0.16766680605402495,,
,,,,0.8195776723173983,0.1575297153322408,,
,,,,0.8310979098650332,0.14703334561603754,,
,,,,0.8414850092932286,0.13871163064341374,,
,,,,0.8525960580755102,0.1310569544075979,,
,,,,0.8629831575037056,0.1250335705116421,,
,,,,0.873590589344014,0.119555055430284,,
,,,,0.8843868775375624,0.11450036904947014,,
,,,,0.8954709468408099,0.11037952829212605,,
,,,,0.9078815071965757,0.1062618617577038,,
,,,,0.9201571701571701,0.10292150323636484,,
,,,,0.9316009658475412,0.10039998662803251,,
,,,,0.9426175864532028,0.09830946493199333,,
,,,,0.9544211085306976,0.0965232382333241,,
,,,,0.9685853350236912,0.09474266057544733,,
